,img_idx,age_label,age_cat,gender_label,ethnicity_label,gender,ethnicity,age,data_file
17278,data/utk_face/images/58_0_0_20170120224028072.jpg.chip.jpg,5,41-65,0,0,male,white,58,utk_face
11127,data/utk_face/images/42_0_0_20170113012441401.jpg.chip.jpg,5,41-65,0,0,male,white,42,utk_face
17608,data/utk_face/images/29_0_1_20170117181012475.jpg.chip.jpg,3,15-30,0,1,male,black,29,utk_face
22028,data/utk_face/images/15_0_1_20170113180633029.jpg.chip.jpg,3,15-30,0,1,male,black,15,utk_face
1858,data/utk_face/images/26_0_3_20170119180639468.jpg.chip.jpg,3,15-30,0,3,male,indian,26,utk_face
3591,data/utk_face/images/37_1_1_20170117140121123.jpg.chip.jpg,4,31-40,1,1,female,black,37,utk_face
11685,data/utk_face/images/15_1_0_20170109203414090.jpg.chip.jpg,3,15-30,1,0,female,white,15,utk_face
5770,data/utk_face/images/4_1_4_20161220223001930.jpg.chip.jpg,1,3-6,1,4,female,other,4,utk_face
1541,data/utk_face/images/42_1_1_20170113001802155.jpg.chip.jpg,5,41-65,1,1,female,black,42,utk_face
3235,data/utk_face/images/1_0_2_20161219210754437.jpg.chip.jpg,0,0-2,0,2,male,asian,1,utk_face
21219,data/utk_face/images/55_0_0_20170113190612249.jpg.chip.jpg,5,41-65,0,0,male,white,55,utk_face
23080,data/utk_face/images/3_1_1_20170109194614913.jpg.chip.jpg,1,3-6,1,1,female,black,3,utk_face
4866,data/utk_face/images/77_0_1_20170117173757948.jpg.chip.jpg,6,66-116,0,1,male,black,77,utk_face
18470,data/utk_face/images/20_1_4_20170103224446743.jpg.chip.jpg,3,15-30,1,4,female,other,20,utk_face
19992,data/utk_face/images/65_1_3_20170109135755974.jpg.chip.jpg,5,41-65,1,3,female,indian,65,utk_face
12448,data/utk_face/images/8_1_0_20170109205329922.jpg.chip.jpg,2,7-14,1,0,female,white,8,utk_face
5690,data/utk_face/images/9_1_3_20170104222949455.jpg.chip.jpg,2,7-14,1,3,female,indian,9,utk_face
9570,data/utk_face/images/32_0_4_20170117203107295.jpg.chip.jpg,4,31-40,0,4,male,other,32,utk_face
23447,data/utk_face/images/21_1_0_20170103201838744.jpg.chip.jpg,3,15-30,1,0,female,white,21,utk_face
9456,data/utk_face/images/1_0_0_20170110213042997.jpg.chip.jpg,0,0-2,0,0,male,white,1,utk_face
11775,data/utk_face/images/56_1_0_20170110122842545.jpg.chip.jpg,5,41-65,1,0,female,white,56,utk_face
20208,data/utk_face/images/56_1_3_20170109132927258.jpg.chip.jpg,5,41-65,1,3,female,indian,56,utk_face
14277,data/utk_face/images/22_1_0_20170116220950381.jpg.chip.jpg,3,15-30,1,0,female,white,22,utk_face
9801,data/utk_face/images/37_1_3_20170119202520478.jpg.chip.jpg,4,31-40,1,3,female,indian,37,utk_face
20313,data/utk_face/images/75_0_2_20170112220538967.jpg.chip.jpg,6,66-116,0,2,male,asian,75,utk_face
13040,data/utk_face/images/5_1_2_20161219163010238.jpg.chip.jpg,1,3-6,1,2,female,asian,5,utk_face
20516,data/utk_face/images/29_1_1_20170103183648691.jpg.chip.jpg,3,15-30,1,1,female,black,29,utk_face
16083,data/utk_face/images/30_1_4_20170117202951902.jpg.chip.jpg,3,15-30,1,4,female,other,30,utk_face
16487,data/utk_face/images/3_1_0_20170109192027975.jpg.chip.jpg,1,3-6,1,0,female,white,3,utk_face
8206,data/utk_face/images/63_0_0_20170120225710313.jpg.chip.jpg,5,41-65,0,0,male,white,63,utk_face
3909,data/utk_face/images/63_0_0_20170111222203870.jpg.chip.jpg,5,41-65,0,0,male,white,63,utk_face
7698,data/utk_face/images/26_0_0_20170116181050820.jpg.chip.jpg,3,15-30,0,0,male,white,26,utk_face
21624,data/utk_face/images/75_1_0_20170110181743217.jpg.chip.jpg,6,66-116,1,0,female,white,75,utk_face
17785,data/utk_face/images/30_1_0_20170104234753946.jpg.chip.jpg,3,15-30,1,0,female,white,30,utk_face
18131,data/utk_face/images/12_0_0_20170110225348936.jpg.chip.jpg,2,7-14,0,0,male,white,12,utk_face
21279,data/utk_face/images/86_0_0_20170120225623186.jpg.chip.jpg,6,66-116,0,0,male,white,86,utk_face
10276,data/utk_face/images/15_0_3_20170110225627090.jpg.chip.jpg,3,15-30,0,3,male,indian,15,utk_face
15501,data/utk_face/images/54_0_3_20170119210128472.jpg.chip.jpg,5,41-65,0,3,male,indian,54,utk_face
2248,data/utk_face/images/9_0_0_20170110220625994.jpg.chip.jpg,2,7-14,0,0,male,white,9,utk_face
11591,data/utk_face/images/26_1_2_20170116220824205.jpg.chip.jpg,3,15-30,1,2,female,asian,26,utk_face
22890,data/utk_face/images/55_1_0_20170104212854053.jpg.chip.jpg,5,41-65,1,0,female,white,55,utk_face
21724,data/utk_face/images/32_0_2_20170116173434115.jpg.chip.jpg,4,31-40,0,2,male,asian,32,utk_face
9412,data/utk_face/images/52_1_0_20170113184714320.jpg.chip.jpg,5,41-65,1,0,female,white,52,utk_face
5549,data/utk_face/images/60_0_0_20170117172331922.jpg.chip.jpg,5,41-65,0,0,male,white,60,utk_face
241,data/utk_face/images/26_1_1_20170116232407502.jpg.chip.jpg,3,15-30,1,1,female,black,26,utk_face
11045,data/utk_face/images/85_0_2_20170112224145130.jpg.chip.jpg,6,66-116,0,2,male,asian,85,utk_face
1146,data/utk_face/images/26_0_0_20170116232422006.jpg.chip.jpg,3,15-30,0,0,male,white,26,utk_face
23633,data/utk_face/images/34_0_0_20170117135545874.jpg.chip.jpg,4,31-40,0,0,male,white,34,utk_face
12313,data/utk_face/images/28_0_1_20170113150719161.jpg.chip.jpg,3,15-30,0,1,male,black,28,utk_face
23021,data/utk_face/images/29_1_0_20170105163239939.jpg.chip.jpg,3,15-30,1,0,female,white,29,utk_face
19542,data/utk_face/images/26_0_1_20170116183512340.jpg.chip.jpg,3,15-30,0,1,male,black,26,utk_face
21857,data/utk_face/images/21_1_4_20170117193741701.jpg.chip.jpg,3,15-30,1,4,female,other,21,utk_face
16055,data/utk_face/images/36_0_0_20170109010229413.jpg.chip.jpg,4,31-40,0,0,male,white,36,utk_face
13558,data/utk_face/images/9_0_0_20170110225341709.jpg.chip.jpg,2,7-14,0,0,male,white,9,utk_face
2124,data/utk_face/images/54_0_3_20170119210102142.jpg.chip.jpg,5,41-65,0,3,male,indian,54,utk_face
12660,data/utk_face/images/14_1_0_20170109203937399.jpg.chip.jpg,2,7-14,1,0,female,white,14,utk_face
16785,data/utk_face/images/37_0_2_20170116192031601.jpg.chip.jpg,4,31-40,0,2,male,asian,37,utk_face
1266,data/utk_face/images/20_0_0_20170117151603012.jpg.chip.jpg,3,15-30,0,0,male,white,20,utk_face
17203,data/utk_face/images/34_0_3_20170119195442526.jpg.chip.jpg,4,31-40,0,3,male,indian,34,utk_face
16990,data/utk_face/images/17_1_0_20170109213933756.jpg.chip.jpg,3,15-30,1,0,female,white,17,utk_face
13233,data/utk_face/images/4_1_1_20170109194538070.jpg.chip.jpg,1,3-6,1,1,female,black,4,utk_face
20794,data/utk_face/images/35_0_0_20170117194328411.jpg.chip.jpg,4,31-40,0,0,male,white,35,utk_face
20761,data/utk_face/images/19_1_0_20170109214615122.jpg.chip.jpg,3,15-30,1,0,female,white,19,utk_face
9781,data/utk_face/images/31_0_1_20170113175708996.jpg.chip.jpg,4,31-40,0,1,male,black,31,utk_face
11616,data/utk_face/images/26_0_2_20170116175845872.jpg.chip.jpg,3,15-30,0,2,male,asian,26,utk_face
2071,data/utk_face/images/23_1_4_20170117194306603.jpg.chip.jpg,3,15-30,1,4,female,other,23,utk_face
18084,data/utk_face/images/75_1_0_20170110183152937.jpg.chip.jpg,6,66-116,1,0,female,white,75,utk_face
4919,data/utk_face/images/30_1_1_20170113010438590.jpg.chip.jpg,3,15-30,1,1,female,black,30,utk_face
10405,data/utk_face/images/26_1_1_20170112230643812.jpg.chip.jpg,3,15-30,1,1,female,black,26,utk_face
19991,data/utk_face/images/30_0_1_20170116024856991.jpg.chip.jpg,3,15-30,0,1,male,black,30,utk_face
3643,data/utk_face/images/30_0_2_20170117134906136.jpg.chip.jpg,3,15-30,0,2,male,asian,30,utk_face
6992,data/utk_face/images/45_0_3_20170119202030421.jpg.chip.jpg,5,41-65,0,3,male,indian,45,utk_face
14356,data/utk_face/images/8_1_0_20170109202318713.jpg.chip.jpg,2,7-14,1,0,female,white,8,utk_face
782,data/utk_face/images/29_0_0_20170117180855986.jpg.chip.jpg,3,15-30,0,0,male,white,29,utk_face
22501,data/utk_face/images/82_0_1_20170111210240036.jpg.chip.jpg,6,66-116,0,1,male,black,82,utk_face
22697,data/utk_face/images/23_1_3_20170119164457312.jpg.chip.jpg,3,15-30,1,3,female,indian,23,utk_face
23420,data/utk_face/images/27_0_3_20170119193304226.jpg.chip.jpg,3,15-30,0,3,male,indian,27,utk_face
22392,data/utk_face/images/85_1_0_20170110183621661.jpg.chip.jpg,6,66-116,1,0,female,white,85,utk_face
10030,data/utk_face/images/24_1_2_20170103235106308.jpg.chip.jpg,3,15-30,1,2,female,asian,24,utk_face
8119,data/utk_face/images/26_0_3_20170119184127431.jpg.chip.jpg,3,15-30,0,3,male,indian,26,utk_face
7399,data/utk_face/images/35_0_2_20170116174634892.jpg.chip.jpg,4,31-40,0,2,male,asian,35,utk_face
3230,data/utk_face/images/25_0_0_20170117195255340.jpg.chip.jpg,3,15-30,0,0,male,white,25,utk_face
20210,data/utk_face/images/8_0_0_20170110220124291.jpg.chip.jpg,2,7-14,0,0,male,white,8,utk_face
1621,data/utk_face/images/27_0_4_20170103235800445.jpg.chip.jpg,3,15-30,0,4,male,other,27,utk_face
297,data/utk_face/images/67_0_0_20170113210319928.jpg.chip.jpg,6,66-116,0,0,male,white,67,utk_face
18670,data/utk_face/images/62_0_0_20170111203056771.jpg.chip.jpg,5,41-65,0,0,male,white,62,utk_face
1744,data/utk_face/images/10_1_0_20170109203653735.jpg.chip.jpg,2,7-14,1,0,female,white,10,utk_face
6293,data/utk_face/images/63_0_0_20170102233622267.jpg.chip.jpg,5,41-65,0,0,male,white,63,utk_face
8777,data/utk_face/images/73_1_0_20170120230000346.jpg.chip.jpg,6,66-116,1,0,female,white,73,utk_face
15906,data/utk_face/images/22_1_0_20170117143206386.jpg.chip.jpg,3,15-30,1,0,female,white,22,utk_face
3397,data/utk_face/images/25_0_0_20170119171135792.jpg.chip.jpg,3,15-30,0,0,male,white,25,utk_face
3751,data/utk_face/images/43_1_0_20170103183401202.jpg.chip.jpg,5,41-65,1,0,female,white,43,utk_face
8664,data/utk_face/images/26_0_2_20170104015801932.jpg.chip.jpg,3,15-30,0,2,male,asian,26,utk_face
17037,data/utk_face/images/15_1_3_20170104222618503.jpg.chip.jpg,3,15-30,1,3,female,indian,15,utk_face
2500,data/utk_face/images/50_0_2_20170112220425641.jpg.chip.jpg,5,41-65,0,2,male,asian,50,utk_face
19789,data/utk_face/images/25_1_4_20170103223722679.jpg.chip.jpg,3,15-30,1,4,female,other,25,utk_face
10445,data/utk_face/images/50_0_0_20170117172254068.jpg.chip.jpg,5,41-65,0,0,male,white,50,utk_face
8511,data/utk_face/images/55_0_0_20170117155045014.jpg.chip.jpg,5,41-65,0,0,male,white,55,utk_face
23476,data/utk_face/images/50_1_0_20170109012137723.jpg.chip.jpg,5,41-65,1,0,female,white,50,utk_face
19189,data/utk_face/images/16_1_0_20170104013530988.jpg.chip.jpg,3,15-30,1,0,female,white,16,utk_face
22339,data/utk_face/images/24_1_1_20170113011157712.jpg.chip.jpg,3,15-30,1,1,female,black,24,utk_face
14874,data/utk_face/images/27_0_0_20170116220641348.jpg.chip.jpg,3,15-30,0,0,male,white,27,utk_face
3489,data/utk_face/images/27_0_1_20170117173208805.jpg.chip.jpg,3,15-30,0,1,male,black,27,utk_face
4657,data/utk_face/images/26_1_0_20170109132910372.jpg.chip.jpg,3,15-30,1,0,female,white,26,utk_face
15538,data/utk_face/images/1_1_2_20161219200451724.jpg.chip.jpg,0,0-2,1,2,female,asian,1,utk_face
15844,data/utk_face/images/35_1_1_20170117135248701.jpg.chip.jpg,4,31-40,1,1,female,black,35,utk_face
8665,data/utk_face/images/1_0_0_20161220201355210.jpg.chip.jpg,0,0-2,0,0,male,white,1,utk_face
18740,data/utk_face/images/50_0_3_20170119202012733.jpg.chip.jpg,5,41-65,0,3,male,indian,50,utk_face
16525,data/utk_face/images/31_1_1_20170117133156180.jpg.chip.jpg,4,31-40,1,1,female,black,31,utk_face
4147,data/utk_face/images/26_0_0_20170117154331222.jpg.chip.jpg,3,15-30,0,0,male,white,26,utk_face
10590,data/utk_face/images/25_1_1_20170116001921217.jpg.chip.jpg,3,15-30,1,1,female,black,25,utk_face
20211,data/utk_face/images/20_0_2_20170117135024223.jpg.chip.jpg,3,15-30,0,2,male,asian,20,utk_face
17099,data/utk_face/images/42_1_3_20170104220806510.jpg.chip.jpg,5,41-65,1,3,female,indian,42,utk_face
14482,data/utk_face/images/42_0_3_20170105175336870.jpg.chip.jpg,5,41-65,0,3,male,indian,42,utk_face
18827,data/utk_face/images/60_0_1_20170117160801279.jpg.chip.jpg,5,41-65,0,1,male,black,60,utk_face
1494,data/utk_face/images/35_0_3_20170119201122088.jpg.chip.jpg,4,31-40,0,3,male,indian,35,utk_face
7316,data/utk_face/images/55_0_0_20170111202253255.jpg.chip.jpg,5,41-65,0,0,male,white,55,utk_face
8164,data/utk_face/images/20_1_2_20170116163800040.jpg.chip.jpg,3,15-30,1,2,female,asian,20,utk_face
408,data/utk_face/images/75_1_0_20170110182959300.jpg.chip.jpg,6,66-116,1,0,female,white,75,utk_face
9102,data/utk_face/images/39_1_4_20170103163548640.jpg.chip.jpg,4,31-40,1,4,female,other,39,utk_face
13720,data/utk_face/images/26_1_2_20170116180343830.jpg.chip.jpg,3,15-30,1,2,female,asian,26,utk_face
20397,data/utk_face/images/39_1_0_20170117190455571.jpg.chip.jpg,4,31-40,1,0,female,white,39,utk_face
3698,data/utk_face/images/16_1_4_20170102234841875.jpg.chip.jpg,3,15-30,1,4,female,other,16,utk_face
23233,data/utk_face/images/28_0_1_20170113193253025.jpg.chip.jpg,3,15-30,0,1,male,black,28,utk_face
9034,data/utk_face/images/27_1_3_20170104223119591.jpg.chip.jpg,3,15-30,1,3,female,indian,27,utk_face
555,data/utk_face/images/56_1_0_20170110124233302.jpg.chip.jpg,5,41-65,1,0,female,white,56,utk_face
4582,data/utk_face/images/54_0_3_20170104202315035.jpg.chip.jpg,5,41-65,0,3,male,indian,54,utk_face
14029,data/utk_face/images/1_0_0_20161219154556757.jpg.chip.jpg,0,0-2,0,0,male,white,1,utk_face
18443,data/utk_face/images/38_0_0_20170117153718428.jpg.chip.jpg,4,31-40,0,0,male,white,38,utk_face
12090,data/utk_face/images/1_0_3_20161219230234208.jpg.chip.jpg,0,0-2,0,3,male,indian,1,utk_face
11302,data/utk_face/images/4_0_2_20161219201254277.jpg.chip.jpg,1,3-6,0,2,male,asian,4,utk_face
12610,data/utk_face/images/31_1_0_20170103181436000.jpg.chip.jpg,4,31-40,1,0,female,white,31,utk_face
21110,data/utk_face/images/32_1_1_20170112210352980.jpg.chip.jpg,4,31-40,1,1,female,black,32,utk_face
2452,data/utk_face/images/27_1_0_20170117180028028.jpg.chip.jpg,3,15-30,1,0,female,white,27,utk_face
17816,data/utk_face/images/36_0_3_20170104220700302.jpg.chip.jpg,4,31-40,0,3,male,indian,36,utk_face
14623,data/utk_face/images/26_0_0_20170104172735675.jpg.chip.jpg,3,15-30,0,0,male,white,26,utk_face
22701,data/utk_face/images/8_1_3_20170104221650071.jpg.chip.jpg,2,7-14,1,3,female,indian,8,utk_face
20289,data/utk_face/images/78_0_3_20170105175706078.jpg.chip.jpg,6,66-116,0,3,male,indian,78,utk_face
1502,data/utk_face/images/45_0_0_20170104184307637.jpg.chip.jpg,5,41-65,0,0,male,white,45,utk_face
4229,data/utk_face/images/34_1_1_20170116224909263.jpg.chip.jpg,4,31-40,1,1,female,black,34,utk_face
8423,data/utk_face/images/27_1_1_20170117010217590.jpg.chip.jpg,3,15-30,1,1,female,black,27,utk_face
12105,data/utk_face/images/27_0_0_20170117202105807.jpg.chip.jpg,3,15-30,0,0,male,white,27,utk_face
1961,data/utk_face/images/65_1_0_20170110150303627.jpg.chip.jpg,5,41-65,1,0,female,white,65,utk_face
19342,data/utk_face/images/65_0_0_20170117172625586.jpg.chip.jpg,5,41-65,0,0,male,white,65,utk_face
16948,data/utk_face/images/26_0_1_20170117195937173.jpg.chip.jpg,3,15-30,0,1,male,black,26,utk_face
21664,data/utk_face/images/28_0_3_20170119194727459.jpg.chip.jpg,3,15-30,0,3,male,indian,28,utk_face
2728,data/utk_face/images/26_1_0_20170117152551661.jpg.chip.jpg,3,15-30,1,0,female,white,26,utk_face
10695,data/utk_face/images/20_0_0_20170104230051977.jpg.chip.jpg,3,15-30,0,0,male,white,20,utk_face
5560,data/utk_face/images/24_1_2_20170116174621192.jpg.chip.jpg,3,15-30,1,2,female,asian,24,utk_face
18063,data/utk_face/images/25_0_0_20170117151831828.jpg.chip.jpg,3,15-30,0,0,male,white,25,utk_face
11896,data/utk_face/images/26_0_2_20170116164754783.jpg.chip.jpg,3,15-30,0,2,male,asian,26,utk_face
19748,data/utk_face/images/10_0_0_20170110220644705.jpg.chip.jpg,2,7-14,0,0,male,white,10,utk_face
11450,data/utk_face/images/34_0_3_20170119200718133.jpg.chip.jpg,4,31-40,0,3,male,indian,34,utk_face
11658,data/utk_face/images/40_0_0_20170113141758342.jpg.chip.jpg,4,31-40,0,0,male,white,40,utk_face
1895,data/utk_face/images/37_1_4_20170117203604479.jpg.chip.jpg,4,31-40,1,4,female,other,37,utk_face
11500,data/utk_face/images/8_1_2_20161219194234250.jpg.chip.jpg,2,7-14,1,2,female,asian,8,utk_face
12703,data/utk_face/images/40_1_0_20170116235736541.jpg.chip.jpg,4,31-40,1,0,female,white,40,utk_face
14520,data/utk_face/images/4_0_0_20170110213635871.jpg.chip.jpg,1,3-6,0,0,male,white,4,utk_face
5505,data/utk_face/images/1_1_0_20170109191253730.jpg.chip.jpg,0,0-2,1,0,female,white,1,utk_face
16005,data/utk_face/images/52_0_0_20170105173134925.jpg.chip.jpg,5,41-65,0,0,male,white,52,utk_face
9633,data/utk_face/images/28_0_2_20170116163928068.jpg.chip.jpg,3,15-30,0,2,male,asian,28,utk_face
3309,data/utk_face/images/30_1_3_20170119195849148.jpg.chip.jpg,3,15-30,1,3,female,indian,30,utk_face
3962,data/utk_face/images/25_0_0_20170105163328603.jpg.chip.jpg,3,15-30,0,0,male,white,25,utk_face
2440,data/utk_face/images/32_0_0_20170116214359024.jpg.chip.jpg,4,31-40,0,0,male,white,32,utk_face
23155,data/utk_face/images/36_0_0_20170117203443991.jpg.chip.jpg,4,31-40,0,0,male,white,36,utk_face
2456,data/utk_face/images/53_1_0_20170109142039096.jpg.chip.jpg,5,41-65,1,0,female,white,53,utk_face
19014,data/utk_face/images/26_0_3_20170119183240167.jpg.chip.jpg,3,15-30,0,3,male,indian,26,utk_face
11996,data/utk_face/images/35_0_1_20170117172007523.jpg.chip.jpg,4,31-40,0,1,male,black,35,utk_face
1436,data/utk_face/images/9_0_1_20170117195501575.jpg.chip.jpg,2,7-14,0,1,male,black,9,utk_face
7760,data/utk_face/images/14_1_0_20170109212651931.jpg.chip.jpg,2,7-14,1,0,female,white,14,utk_face
4183,data/utk_face/images/1_0_2_20161219203310132.jpg.chip.jpg,0,0-2,0,2,male,asian,1,utk_face
1557,data/utk_face/images/46_1_0_20170104194343303.jpg.chip.jpg,5,41-65,1,0,female,white,46,utk_face
345,data/utk_face/images/26_1_1_20170116224118858.jpg.chip.jpg,3,15-30,1,1,female,black,26,utk_face
3112,data/utk_face/images/41_1_0_20170109141200997.jpg.chip.jpg,5,41-65,1,0,female,white,41,utk_face
64,data/utk_face/images/10_0_0_20170103200522151.jpg.chip.jpg,2,7-14,0,0,male,white,10,utk_face
9841,data/utk_face/images/22_0_0_20170117135034534.jpg.chip.jpg,3,15-30,0,0,male,white,22,utk_face
7304,data/utk_face/images/22_1_1_20170113193237676.jpg.chip.jpg,3,15-30,1,1,female,black,22,utk_face
8774,data/utk_face/images/31_0_0_20170117120944631.jpg.chip.jpg,4,31-40,0,0,male,white,31,utk_face
11378,data/utk_face/images/24_1_3_20170104231931545.jpg.chip.jpg,3,15-30,1,3,female,indian,24,utk_face
20473,data/utk_face/images/28_0_0_20170117020857776.jpg.chip.jpg,3,15-30,0,0,male,white,28,utk_face
6996,data/utk_face/images/49_0_0_20170117135838690.jpg.chip.jpg,5,41-65,0,0,male,white,49,utk_face
7719,data/utk_face/images/32_1_2_20170113002101524.jpg.chip.jpg,4,31-40,1,2,female,asian,32,utk_face
239,data/utk_face/images/23_1_2_20170116172848833.jpg.chip.jpg,3,15-30,1,2,female,asian,23,utk_face
5446,data/utk_face/images/48_0_3_20170109141132255.jpg.chip.jpg,5,41-65,0,3,male,indian,48,utk_face
2827,data/utk_face/images/18_1_0_20170109214241069.jpg.chip.jpg,3,15-30,1,0,female,white,18,utk_face
22817,data/utk_face/images/26_1_1_20170116014015136.jpg.chip.jpg,3,15-30,1,1,female,black,26,utk_face
17228,data/utk_face/images/12_0_0_20170110225257257.jpg.chip.jpg,2,7-14,0,0,male,white,12,utk_face
709,data/utk_face/images/40_0_3_20170119191805016.jpg.chip.jpg,4,31-40,0,3,male,indian,40,utk_face
6490,data/utk_face/images/28_1_0_20170117204457679.jpg.chip.jpg,3,15-30,1,0,female,white,28,utk_face
11406,data/utk_face/images/38_0_0_20170104202333304.jpg.chip.jpg,4,31-40,0,0,male,white,38,utk_face
14586,data/utk_face/images/50_0_3_20170105175655598.jpg.chip.jpg,5,41-65,0,3,male,indian,50,utk_face
15653,data/utk_face/images/40_0_0_20170117000307465.jpg.chip.jpg,4,31-40,0,0,male,white,40,utk_face
9646,data/utk_face/images/56_0_1_20170117191856555.jpg.chip.jpg,5,41-65,0,1,male,black,56,utk_face
15691,data/utk_face/images/37_0_0_20170117120539886.jpg.chip.jpg,4,31-40,0,0,male,white,37,utk_face
15174,data/utk_face/images/39_0_1_20170113174738683.jpg.chip.jpg,4,31-40,0,1,male,black,39,utk_face
2729,data/utk_face/images/1_1_0_20170109194131667.jpg.chip.jpg,0,0-2,1,0,female,white,1,utk_face
6021,data/utk_face/images/27_1_4_20170103181806561.jpg.chip.jpg,3,15-30,1,4,female,other,27,utk_face
4981,data/utk_face/images/1_1_2_20161219200309555.jpg.chip.jpg,0,0-2,1,2,female,asian,1,utk_face
13531,data/utk_face/images/30_1_1_20170117125922762.jpg.chip.jpg,3,15-30,1,1,female,black,30,utk_face
20877,data/utk_face/images/2_0_4_20170103210928251.jpg.chip.jpg,0,0-2,0,4,male,other,2,utk_face
14389,data/utk_face/images/54_0_0_20170104211828524.jpg.chip.jpg,5,41-65,0,0,male,white,54,utk_face
11375,data/utk_face/images/24_1_1_20170113195635133.jpg.chip.jpg,3,15-30,1,1,female,black,24,utk_face
20152,data/utk_face/images/2_0_2_20161219195707820.jpg.chip.jpg,0,0-2,0,2,male,asian,2,utk_face
11801,data/utk_face/images/26_1_2_20170104020703028.jpg.chip.jpg,3,15-30,1,2,female,asian,26,utk_face
7114,data/utk_face/images/26_1_2_20170104015910819.jpg.chip.jpg,3,15-30,1,2,female,asian,26,utk_face
15030,data/utk_face/images/39_0_0_20170104170046913.jpg.chip.jpg,4,31-40,0,0,male,white,39,utk_face
20968,data/utk_face/images/26_1_1_20170116232657066.jpg.chip.jpg,3,15-30,1,1,female,black,26,utk_face
5069,data/utk_face/images/13_1_0_20170109203322570.jpg.chip.jpg,2,7-14,1,0,female,white,13,utk_face
17424,data/utk_face/images/16_1_3_20170104012449865.jpg.chip.jpg,3,15-30,1,3,female,indian,16,utk_face
18826,data/utk_face/images/23_1_3_20170104222257463.jpg.chip.jpg,3,15-30,1,3,female,indian,23,utk_face
21832,data/utk_face/images/26_1_3_20170117154750044.jpg.chip.jpg,3,15-30,1,3,female,indian,26,utk_face
9320,data/utk_face/images/49_0_3_20170119201605981.jpg.chip.jpg,5,41-65,0,3,male,indian,49,utk_face
17765,data/utk_face/images/3_1_2_20161219141511144.jpg.chip.jpg,1,3-6,1,2,female,asian,3,utk_face
13673,data/utk_face/images/24_1_3_20170104222526663.jpg.chip.jpg,3,15-30,1,3,female,indian,24,utk_face
20265,data/utk_face/images/26_1_1_20170112213253821.jpg.chip.jpg,3,15-30,1,1,female,black,26,utk_face
10959,data/utk_face/images/26_0_0_20170119180126156.jpg.chip.jpg,3,15-30,0,0,male,white,26,utk_face
7168,data/utk_face/images/55_1_1_20170109220622318.jpg.chip.jpg,5,41-65,1,1,female,black,55,utk_face
4478,data/utk_face/images/29_0_3_20170119152247249.jpg.chip.jpg,3,15-30,0,3,male,indian,29,utk_face
19617,data/utk_face/images/26_1_0_20170119211348122.jpg.chip.jpg,3,15-30,1,0,female,white,26,utk_face
6544,data/utk_face/images/26_1_3_20170104222805519.jpg.chip.jpg,3,15-30,1,3,female,indian,26,utk_face
19501,data/utk_face/images/65_1_0_20170117190355010.jpg.chip.jpg,5,41-65,1,0,female,white,65,utk_face
3435,data/utk_face/images/35_1_0_20170116201535811.jpg.chip.jpg,4,31-40,1,0,female,white,35,utk_face
1814,data/utk_face/images/65_0_1_20170117193640771.jpg.chip.jpg,5,41-65,0,1,male,black,65,utk_face
22561,data/utk_face/images/31_0_1_20170116004652226.jpg.chip.jpg,4,31-40,0,1,male,black,31,utk_face
10857,data/utk_face/images/29_1_2_20170116163403273.jpg.chip.jpg,3,15-30,1,2,female,asian,29,utk_face
23603,data/utk_face/images/1_0_2_20161219190003947.jpg.chip.jpg,0,0-2,0,2,male,asian,1,utk_face
19687,data/utk_face/images/32_0_2_20170116184944206.jpg.chip.jpg,4,31-40,0,2,male,asian,32,utk_face
15085,data/utk_face/images/31_0_1_20170117134930189.jpg.chip.jpg,4,31-40,0,1,male,black,31,utk_face
5591,data/utk_face/images/62_1_1_20170117183835889.jpg.chip.jpg,5,41-65,1,1,female,black,62,utk_face
14735,data/utk_face/images/56_1_0_20170104203119691.jpg.chip.jpg,5,41-65,1,0,female,white,56,utk_face
910,data/utk_face/images/18_1_4_20170103223026335.jpg.chip.jpg,3,15-30,1,4,female,other,18,utk_face
13440,data/utk_face/images/40_0_0_20170117181213181.jpg.chip.jpg,4,31-40,0,0,male,white,40,utk_face
3072,data/utk_face/images/31_1_3_20170109140727630.jpg.chip.jpg,4,31-40,1,3,female,indian,31,utk_face
8111,data/utk_face/images/28_1_0_20170108225857948.jpg.chip.jpg,3,15-30,1,0,female,white,28,utk_face
19226,data/utk_face/images/2_0_4_20170103204813658.jpg.chip.jpg,0,0-2,0,4,male,other,2,utk_face
18872,data/utk_face/images/27_1_0_20170116171141861.jpg.chip.jpg,3,15-30,1,0,female,white,27,utk_face
8597,data/utk_face/images/26_0_3_20170119183051629.jpg.chip.jpg,3,15-30,0,3,male,indian,26,utk_face
23466,data/utk_face/images/1_1_0_20161219154506229.jpg.chip.jpg,0,0-2,1,0,female,white,1,utk_face
22158,data/utk_face/images/2_0_4_20161221202432089.jpg.chip.jpg,0,0-2,0,4,male,other,2,utk_face
6525,data/utk_face/images/11_0_0_20170110220453002.jpg.chip.jpg,2,7-14,0,0,male,white,11,utk_face
14522,data/utk_face/images/27_0_0_20170116205311022.jpg.chip.jpg,3,15-30,0,0,male,white,27,utk_face
22700,data/utk_face/images/53_0_0_20170111195238954.jpg.chip.jpg,5,41-65,0,0,male,white,53,utk_face
14222,data/utk_face/images/28_1_0_20170117122009585.jpg.chip.jpg,3,15-30,1,0,female,white,28,utk_face
